UNIX_timestamp,closing_price,market_caps,total_volumes
1498953600000,2518.54569431263,41365191378.720184,226784228.5962842
1499040000000,2576.7146569746,42326047726.1706,304599469.9256256
1499126400000,2610.99757474179,42894251457.13055,274900590.57347757
1499212800000,2607.21930206989,42836970322.05267,238310795.50144583
1499299200000,2612.67042830497,42931269844.38585,175365965.04167378
1499385600000,2509.21820981689,41236052946.94405,260711000.65693903
1499472000000,2563.19551359687,42128232902.263275,178182801.69270346
1499558400000,2519.21739188349,41409824820.38926,117876420.56676134
1499644800000,2363.51568155487,38856285254.84228,387541497.1273901
1499731200000,2353.91066125207,38703498121.36672,420715282.36799073
1499817600000,2387.32891171674,39258160520.55891,314834432.76192206
1499904000000,2364.32126576467,38884514157.240425,233041527.6837674
1499990400000,2228.72879099011,36658380771.82992,320113442.0299653
1500076800000,2033.29108803266,33447052810.303905,463942211.44058734
1500163200000,1927.09906562122,31704152052.833904,480771847.6159585
1500249600000,2181.28608069932,35890008657.39433,495170862.90144104
1500336000000,2303.88935545646,37911881677.64932,729320057.5415988
1500422400000,2274.62136530529,37434637985.045944,577643323.797571
1500508800000,2766.82511908244,45540558047.53742,1277986817.595834
1500595200000,2658.07491237597,43755767266.33141,856653849.5198456
1500681600000,2802.34788667742,46136314314.91937,631346052.4370111
1500768000000,2731.60400741206,44977531723.6921,532874222.83885914
1500854400000,2751.3470702262,45308735082.91261,356970178.1391705
1500940800000,2563.74789523364,42223997194.01208,793382308.0821117
1501027200000,2507.38968460757,41300436593.94769,583046427.0953552
1501113600000,2649.44120113807,43645402712.15232,438390969.56700265
1501200000000,2798.82931330334,46111586171.418274,1248796319.028303
1501286400000,2720.10226250836,44819837646.14303,862355190.6244134
1501372800000,2740.32359181287,45158066501.84347,373175816.24998474
1501459200000,2871.3680152452,47322548226.26965,438125892.5058857
1501545600000,2737.76379241919,45126045890.85253,745400937.0961412
1501632000000,2697.8509023017,44473195322.900276,412594211.0343428
1501718400000,2777.36799394604,45788833023.80792,339104668.1906748
1501804800000,2845.89716230278,46925073392.63279,368080367.5107562
1501891200000,3237.07069450803,53382167034.14344,1066264901.9573861
1501977600000,3189.7324534615,52607099482.05991,489419318.3026005
1502064000000,3356.70973808691,55367416610.36144,695546889.0949574
1502150400000,3410.45008044914,56260701200.034225,803019985.1887337
1502236800000,3330.89782529283,54954274834.24823,638922625.0771153
1502323200000,3367.90538708821,55570438886.95547,424604065.32912636
1502409600000,3562.58766284089,58788973716.33661,641330314.4333423
1502496000000,3800.14062506336,62715286393.358154,988460078.2087516
1502582400000,4023.25452207874,66405071142.320496,1549520790.332874
1502668800000,4175.69529134641,68927834713.06955,1089626076.898878
1502755200000,4149.30875941234,68500212180.10542,1908427436.1044514
1502841600000,4262.5587912331,70376601817.48047,1755705435.2806149
1502928000000,4286.91743450516,70778773053.66321,1774245121.0315044
1503014400000,4097.68580247375,67671539511.38793,1515069151.8626456
1503100800000,4115.21198836208,67968693045.18288,1710080500.0248759
1503187200000,4001.22863247285,66092742688.79337,551798951.9672189
1503273600000,3935.22993283277,65008176478.93846,712634899.3959899
1503360000000,4008.41668521521,66221496790.766624,1402352816.7446954
1503446400000,4069.0802390251,67231683430.31014,801748251.0347502
1503532800000,4167.28917680219,68859869628.5617,686855777.303872
1503619200000,4199.89203158457,69403950803.04054,689332055.0584042
1503705600000,4123.51337132546,68147140643.37593,401970264.1835565
1503792000000,4116.46873916326,123234164427.70816,348607397.3713809
1503878400000,4216.24277330547,125564427826.17566,652038444.4811547
1503964800000,4394.06343624723,124272363451.93964,864725915.097578
1504051200000,4553.80652713686,133484854333.44951,674336659.4873832
1504137600000,4702.93816308458,131782164465.85344,675647444.6830037
1504224000000,4863.19304868405,134518720640.0234,909131411.605347
1504310400000,4556.5977768913,133598651281.71776,1475097323.458513
1504396800000,4632.46233076675,125740858699.27551,1007165501.0854648
1504483200000,4317.18518771612,125980543742.36499,1554585273.636073
1504569600000,4447.87559221093,126655463658.31227,1626968192.530412
1504656000000,4592.25027789782,125651103790.21225,1060025861.6307496
1504742400000,4584.82027519271,125713883015.64563,669892692.7226958
1504828800000,4285.20793872097,121499498109.80829,1477975497.7897267
1504915200000,4245.60734112386,129402884477.95892,787822375.6637348
1505001600000,4132.6646422833,128961704237.38853,997139675.398169
1505088000000,4164.97621199409,132775323305.43571,771493043.3837389
1505174400000,4130.95628475182,130680700686.31035,1062536773.8295213
1505260800000,3883.65200134942,125724610427.89977,1545425745.1412098
1505347200000,3100.66815470405,125473149029.1152,1950938472.0145135
1505433600000,3587.9431219159,130398643209.39326,3308099534.339308
1505520000000,3606.27519721432,135414822709.73111,1399781741.4877734
1505606400000,3553.43231625865,137493716065.4006,846880197.8947364
1505692800000,4012.28582499344,138298135122.85803,1282809663.1080554
1505779200000,3898.93473248234,140977260141.33173,942656241.4373351
1505865600000,3858.02095060051,142649802462.8293,676074373.1781092
1505952000000,3628.05858753461,142370212777.1421,913652257.307351
1506038400000,3622.1830393146,160483573440.17792,767837732.7568976
1506124800000,3763.41140627887,158042623264.3916,578068211.7796992
1506211200000,3672.30507973319,161989355178.82224,429544014.3865627
1506297600000,3866.70515274174,164603123455.99927,800311260.7601415
1506384000000,3852.93520487706,163036842346.68604,544391497.5833492
1506470400000,4134.21241496119,162341412439.88123,936452128.5755137
1506556800000,4134.88495085993,165335617639.04947,852500405.3533716
1506643200000,4130.41524600294,167950864937.1468,829225349.3886597
1506729600000,4297.79117003372,182927847431.44946,720251082.9981893
1506816000000,4347.57873545332,180421762956.3486,682387248.0888995
1506902400000,4383.32549736353,175752574354.63544,738468958.9611623
1506988800000,4319.06921246641,160814678353.7077,760685985.6944162
1507075200000,4231.46418703684,158113540964.46692,573368922.9375935
1507161600000,4290.38040438142,161474125336.405,713160614.1358172
1507248000000,4347.54723950876,170593350055.82486,623863525.065278
1507334400000,4405.0162007055,179398095871.3398,468192424.3612093
1507420800000,4562.32193109848,170983863891.47488,771225396.3362144
1507507200000,4758.72164979337,172309401206.74423,1128809802.8032467
1507593600000,4769.47734676417,177224284369.1316,1134289150.2871664
1507680000000,4807.92589489803,178446153576.46417,836737765.8088199
1507766400000,5331.61930195449,179127815802.66245,2084912155.2398603
1507852800000,5610.49316222874,175227227252.9058,3174154333.22038
1507939200000,5679.21622165638,166569335290.8396,2311782991.9538355
1508025600000,5684.04710411913,168309812992.5134,1665374310.9042103
1508112000000,5728.93275055115,168614573110.75775,1060235879.6212636
1508198400000,5643.85907705172,161407638875.36517,1106795866.7539878
1508284800000,5592.78222421231,163333743988.58344,2100240729.7126238
1508371200000,5696.38014134367,162547226896.53772,1229468606.297799
1508457600000,5952.7713587923,168615778509.82266,1843078157.4676561
1508544000000,6043.96673129542,175534414971.32306,1763987336.866072
1508630400000,6003.4640189335,173355014878.4796,1799855389.6500697
1508716800000,5959.98304059248,177978616382.68933,2039339670.519878
1508803200000,5550.08158528565,174105710752.04755,2240037527.3631616
1508889600000,5704.87480650775,186932702065.96875,1621897626.2100537
1508976000000,5883.05318447111,175463166971.51956,1501048614.382047
1509062400000,5775.51666530736,177416480472.83005,1332315431.0582082
1509148800000,5734.30745398276,179830985954.85498,892992277.0600395
1509235200000,6123.54977135535,177373937377.29663,1942980852.5876098
1509321600000,6104.38870915078,177901732349.93213,1307795534.5842988
1509408000000,6368.65164135745,179167717944.46164,1800486324.20211
1509494400000,6714.78898671902,179810911053.20026,2095690342.820862
1509580800000,7059.7938605488,179709840753.7975,4363333285.959415
1509667200000,7234.73838202036,181705166673.57462,2826731064.9064713
1509753600000,7390.53522652395,171615707160.27472,2043449643.0088456
1509840000000,7416.26795098255,174266571295.67957,1942850008.8349419
1509926400000,7103.04608116249,174275005803.05463,2653734034.8498173
1510012800000,7166.74137167631,172116372679.33923,1829995407.419026
1510099200000,7461.82443491069,173598215783.88248,3478638875.179309
1510185600000,7186.29277509382,175075304218.30185,2330693500.643121
1510272000000,6656.83969350681,174231189757.1904,3886426125.5147686
1510358400000,6365.39785208573,173034439845.62103,3148369501.39065
1510444800000,5866.51312938529,171101646024.0128,6001017946.926174
1510531200000,6423.09140246102,172323213442.3655,4636291555.878799
1510617600000,6652.21677956026,171192409474.1401,1824550614.66447
1510704000000,7297.66883633256,178128652479.62244,2935591360.13778
1510790400000,7814.9444036566,177187041226.59833,3413089663.2046
1510876800000,7783.54246476388,171028279701.5032,3245859431.04955
1510963200000,7827.63146946899,170495281892.45944,2227536660.24511
1511049600000,8011.14742989044,168807143703.19455,1572771188.84144
1511136000000,8220.50996617654,166004979429.79742,1706394365.70662
1511222400000,8114.13367954416,168334049772.4726,2901936853.36067
1511308800000,8257.12389528835,169175896894.16483,1528137247.48478
1511395200000,8117.66434762603,168558715595.07886,1550586714.56084
1511481600000,8278.12843633886,170031996602.76715,2135298893.09068
1511568000000,8743.1593779107,167604994105.34857,2124257198.58414
1511654400000,9342.98864142167,167116284671.21997,3493015606.59397
1511740800000,9831.40292992241,168258822207.29507,3629754499.83265
1511827200000,10257.0674169803,167429736492.90482,3453118781.61612
1511913600000,9875.89230818829,172136257752.3712,10258439067.6534
1512000000000,10406.18772373,170510411872.0138,7443964832.98962
1512086400000,10995.7235531179,173809293389.63837,5021611419.94158
1512172800000,11162.5450307617,170198606143.6283,3178820954.9194
1512259200000,11256.7018287538,171104767641.88345,5761492455.64625
1512345600000,11634.9849554034,170191069703.26535,3216349724.23645
1512432000000,12174.2537397926,171364106456.32056,3131952573.50185
1512518400000,13876.4735794148,170370727819.23874,5086411370.06241
1512604800000,18491.1815542282,170451532161.73575,16482921408.0842
1512691200000,16908.0049521112,169758848797.9732,24144297784.1442
1512777600000,15266.4263894651,168496782960.8989,7307194000.11675
1512864000000,15808.5098961544,168760444137.05035,10474626172.7887
1512950400000,17106.5051488871,169031588403.36658,7710546749.544
1513036800000,17249.920214656,169692625141.8043,4686094939.5687
1513123200000,16525.0444892988,168936986921.46805,4407769522.20181
1513209600000,16865.3616648753,173036757675.6725,4117594354.00804
1513296000000,17978.6305581344,175370017196.6754,6146229228.58011
1513382400000,19665.3949272416,176821599773.56787,5116192713.25694
1513468800000,19423.5801532525,175865705417.72916,4251128480.35423
1513555200000,19188.0539569348,178740874539.49573,5411492204.5264
1513641600000,18174.1867596316,183064851468.00018,6141309845.2726
1513728000000,17059.8883502646,202191797991.40768,7509260354.08289
1513814400000,16355.2382257401,201144184191.06567,5580926436.9909
1513900800000,14084.8249267767,204969785090.6761,12164204097.121
1513987200000,15241.9164656487,205200775318.21756,5076754666.02441
1514073600000,14451.1145466743,208933774575.1489,4129411907.77252
1514160000000,14302.7537081839,217741425308.62857,2485439206.78209
1514246400000,16616.6820570844,204126077224.646,4255570625.9614
1514332800000,16373.0810795739,207218525401.74573,4950722889.35151
1514419200000,15067.8994980567,206583502227.55646,5266566467.59302
1514505600000,15096.5594360709,216249264843.70206,3753038183.65771
1514592000000,13620.3618741461,217128467890.10898,3600481281.03768
1514678400000,14839.5907854184,213579066889.25037,2921202870.14992
1514764800000,14093.6068305274,216526346494.08014,2345478673.51547
1514851200000,15321.9328517642,215621627427.59085,4130217904.20997
1514937600000,15583.8855377593,218920276229.41245,3310355625.1255913
1515024000000,15976.365194174,210825577055.42203,4217387187.5256386
1515110400000,18336.9229801691,213770877597.90494,6275687595.940333
1515196800000,18343.6624934071,217185020504.78033,4240919830.5153003
1515283200000,17039.8739138488,216916952670.3025,3044989246.796485
1515369600000,15900.3650216006,219049736823.3334,5752981089.536744
1515456000000,15604.7234082405,219750735622.69547,4214092201.8070655
1515542400000,15509.2701268168,226536103501.8635,4969472882.941215
1515628800000,14050.5696063543,220980135332.21396,5833888113.053883
1515715200000,14759.294629915,216660276172.5052,4021952802.5976954
1515801600000,15193.3148979847,219044968220.88754,3134247725.132476
1515888000000,14476.5889713691,212896669545.7498,3336056550.553205
1515974400000,14411.9977069182,215641597239.98148,3222958351.447812
1516060800000,11723.9135206658,215347356765.4613,9677283153.059654
1516147200000,11415.3928442768,217410678530.35837,10225958520.621689
1516233600000,11569.4249920858,209658632328.37,6558304864.2233305
1516320000000,11758.4693327652,211778947737.22385,4208563477.4581575
1516406400000,13260.2711872786,208747591910.15524,4520485016.427376
1516492800000,11703.5048628599,212799723684.94672,4319501969.014785
1516579200000,10991.5950130802,212114842611.5429,5012581424.290013
1516665600000,10894.0009053405,216179629567.18042,4779406610.509539
1516752000000,11277.1159704489,215921598551.33038,3582338295.944433
1516838400000,11225.2544568853,221315690777.34525,3204496193.302373
1516924800000,11044.9072365744,210746091569.71368,4616389063.310399
1517011200000,11456.2135062799,188438095255.46017,2894314081.3753986
1517097600000,11665.6969300847,194040447575.93134,2682886340.599035
1517184000000,11157.6638878978,188092098308.3525,2345235501.178288
1517270718718,11095.2106891266,189621410257.03525,2321424679.531806
1517356800000,9989.68977659669,191501904758.68698,3804947187.2286944
1517443200000,10114.495086226,186825391248.7263,3225562144.838607
1517529600000,9070.55544937356,188757938083.84296,4769515274.345698
1517616000000,8830.16351005472,191180566587.0585,6813550017.173829
1517702400000,8994.91486607664,192111562749.9339,3422042094.7330213
1517788800000,8315.51749143615,192997988416.4807,3337096341.0061126
1517875200000,6852.05270051491,190922719938.2308,5313588642.981379
1517961600000,7711.2203289411,197010021430.2403,9152685412.95559
1518048328226,7611.61027778882,199044338127.62628,4862232217.401406
1518134400000,8208.57208449673,202524001250.4926,3190753947.378832
1518220800000,8650.71675042998,202358479464.18542,2960039948.907384
1518307200000,8574.67763849023,202091264904.96927,3371677737.5319858
1518393600000,8168.63777979963,204994315602.9869,2806997176.95887
1518480000000,8911.3985742083,202032519471.26855,3069219870.565569
1518566400000,8518.26907619091,193677795064.08533,2551515988.2160945
1518652800000,9428.02560716167,194731087415.28983,3282094240.879327
1518739200000,10112.5801434467,189120580778.46335,4332356645.963475
1518825600000,10155.2770555258,198514026300.17914,3141038601.332415
1518912000000,11006.647685962,197616950282.06653,3699819140.1747103
1518998400000,10523.429305801,198687083452.04324,4740378626.743881
1519084800000,11103.0900361497,199236216251.43555,3486171704.866562
1519171200000,11502.3770496396,197720212770.89465,4225354045.1790047
1519257600000,9973.59211951887,200532996047.58585,4574800113.397884
1519344000000,10032.863112314,199310441688.83572,4626064156.354444
1519430400000,10301.883609336,196617081790.5188,4009462976.493817
1519516800000,9742.62819006538,195660035179.73257,3465387501.6656966
1519603200000,9699.51718151529,195188285650.34625,2743650277.5619
1519689600000,10355.5781264856,197494664453.7935,3646748812.403751
1519776000000,10709.3884310463,199530129891.0881,3398119467.1062694
1519862400000,10346.664931035,196314284797.01337,3182259829.3149323
1519948800000,10859.5521943893,197575523784.584,2892166041.0523987
1520035200000,11098.0758092511,201518932273.67853,3031487197.1333075
1520121600000,11356.0416016724,204809205392.17957,3019436740.238814
1520208000000,11286.6762891691,209268690952.5854,2580256309.470718
1520294400000,11526.4209302906,210799352797.1382,2693945511.0085077
1520380800000,10727.716249205,213726225963.20517,3618749298.786025
1520467200000,9999.68248604677,211576163357.66504,4896773758.150409
1520553600000,9420.85488958591,211756280001.1405,4028135943.9580393
1520640000000,9276.33759031006,212878404236.874,5476476288.950579
1520726400000,8890.86580399612,209993205751.02322,3260891795.801318
1520812800000,9512.45611286134,210421523306.69058,3876612721.9476624
1520899200000,9232.70587979953,212752326976.49207,4019736166.690967
1520985600000,9216.53097626842,217391050812.65872,3628990704.0064235
1521072000000,8307.22338626638,220404884318.97812,4020163253.1929836
1521158400000,8359.36528334063,236717318526.15692,4571407139.639841
1521244800000,8520.00815917187,240257678153.83536,3070872383.1616874
1521331200000,8063.4097921227,239590543523.72256,2591898944.228953
1521417600000,8217.84219996114,242785151288.07916,4330642347.54297
1521504000000,8640.52143024258,241326618198.73062,4276409099.7044716
1521590400000,8926.82049620007,242141178089.60794,3554700592.279649
1521676800000,8970.31790627893,253004886697.36078,3081152046.0236883
1521763200000,8736.38576909829,245661872194.44214,2931676659.5938525
1521849600000,8824.59283177853,249545455596.3296,2877067842.098429
1521936000000,8621.15079225785,250845436637.92026,2444371384.2694945
1522022400000,8478.63819558905,255329261020.6163,2066020545.3926063
1522108800000,8186.19606281355,254260250527.50497,2972024162.97679
1522195200000,7836.76304425289,251266177558.48047,2653185409.403986
1522281600000,7930.77954092755,259277183164.55063,2033730316.7590542
1522368000000,7126.89519256736,261103557610.74826,3680239216.3167896
1522454400000,6897.26857786945,288118007577.42645,4264255594.746104
1522540800000,6975.27531402076,288563189165.38806,2565052340.2323847
1522627200000,6836.57232729678,274687727889.983,2649647152.1697764
1522713600000,7080.41723231299,287116472704.3936,2253363912.1674647
1522800000000,7464.35609406668,284292217075.7686,2762080502.6107836
1522886400000,6845.31597826858,283242342238.5137,2544238382.121464
1522972800000,6855.42230460675,291215273242.1888,2568972345.7027025
1523059200000,6628.75445585626,301529322417.4614,1840465005.5711513
1523145600000,6884.47723505995,302672502422.09,1856418405.5749633
1523232000000,6984.8089659738,298290647831.24426,1413593787.1878273
1523318400000,6778.4915700774,296277008765.18964,2437632634.2860556
1523404800000,6829.31650379539,309857769717.0289,1550558592.492434
1523491200000,6925.10199547663,327448838765.29767,1586992258.3407943
1523577600000,7836.39699399927,330792375072.03064,4980342880.0008135
1523664000000,7845.75284010594,330526082018.5286,3910297535.1571007
1523750400000,7897.71993085806,345552251091.15924,2294693915.2394795
1523836800000,8258.06708369755,346623937352.1668,2350690710.8285303
1523923200000,8030.99926195254,342078349285.0962,2754142166.1939588
1524009600000,7873.63551010255,340635146714.39825,2491337660.023414
1524096000000,8097.41823310301,354209935573.8031,2326968646.2908115
1524182400000,8277.46063916253,348158099247.1633,2422027692.486585
1524268800000,8499.45000871487,317999016791.45123,2961030105.150343
1524355200000,8878.42826029723,318057301370.37897,3214807963.4541373
1524441600000,8769.01199947348,328812520405.74207,2503340749.6093006
1524528000000,8881.39170434545,336495192223.0139,2205498227.200402
1524614400000,9716.48975733072,363927715778.6875,4398198651.199843
1524700800000,8825.2025000693,349587593227.14185,5523433548.358508
1524787200000,9221.86802618436,356517705143.29443,3847600029.5564957
1524873600000,8940.38112200719,360661550057.2975,2839339948.818213
1524960000000,9249.65952508923,347850442856.6359,3006508147.8120923
1525046400000,9325.62885104679,355244908734.6481,2827554754.4722853
1525132800000,9198.18950997327,358762118305.1145,2508704421.0187726
1525219200000,9024.3875117766,356587934226.10187,2661071473.28962
1525305600000,9122.65301383019,340435142947.90857,2179558786.4918017
1525392000000,9551.13518381566,344693077429.9694,1228125377.9488525
1525478400000,9634.53822597227,339714540194.3479,2695999383.5138526
1525564800000,9766.24448548887,335310805699.2893,2617990803.561576
1525651200000,9583.87174550137,349235537025.78625,2626417557.0669236
1525737600000,9308.26502572185,355642790361.31714,2767085706.197567
1525824000000,9149.51783314723,357681110300.36426,2455200521.7337303
1525910400000,9248.96039558449,360542942204.959,2363841215.4382
1525996800000,8969.94037574258,396179736655.63983,2359598426.330252
1526083200000,8405.5605632418,423587689809.2768,3726075355.3037004
1526169600000,8480.58037612559,429459534590.4159,2995955136.9111686
1526256000000,8683.9862031429,443289431125.4617,2283320839.5720086
1526342400000,8696.97400387283,436893169132.7113,3143239503.891285
1526428800000,8473.34864905366,424329939581.7774,2586241489.8424945
1526515200000,8343.1252216955,441752551013.19135,2772906142.3921065
1526601600000,8056.05319237475,433051601800.69293,2173653717.1690426
1526688000000,8202.82540955214,441614502954.16315,2127912775.3863177
1526774400000,8180.62700991409,458416319552.32434,1672351902.7302613
1526860800000,8443.26024591542,491978602969.93176,1660868681.4973857
1526947200000,8354.99633591748,493427450341.26013,1711697912.2659817
1527033600000,8009.2995067828,503712223153.6673,1895031387.309464
1527120000000,7556.31604292077,509680257177.0481,2777184892.7350817
1527206400000,7563.43546544346,535967306917.84125,2602938656.909345
1527292800000,7472.02260174872,539438036435.6701,1959178260.217828
1527379200000,7328.87167436352,545593282215.2498,1289488237.4471545
1527465600000,7326.64394017867,597887713053.5825,1247227035.27444
1527552000000,7111.06892466996,613616917625.6967,1770692328.4028218
1527638400000,7451.2308372653,585726270248.7891,2224251684.1663904
1527724800000,7380.8515577098,633651671519.3958,1772428207.794572
1527811200000,7460.16694986577,682743683563.0741,1714862985.0808516
1527897600000,7487.07630453815,735339707368.3339,1637953742.8095627
1527984000000,7567.51293761927,758971014787.3597,1531230053.8451543
1528070400000,7639.87944568278,749347201462.6359,1432775393.8161438
1528156800000,7463.65499554503,714078952009.0243,1643488925.3602982
1528243200000,7569.01133988542,663380898829.0051,1754013549.8288014
1528329600000,7605.57848860797,629751630408.4126,1562705992.3836496
1528416000000,7613.77739337755,696668634091.3435,1459894514.226805
1528502400000,7561.16610052452,729751433670.0881,1362045102.4224646
1528588800000,7415.00137858946,684304915288.2261,1102262799.2103968
1528675200000,6767.49948454925,674660879866.02,2788497500.7839518
1528761600000,6880.13364875604,672291934493.4396,1973448735.786416
1528848000000,6581.82807522796,682647247200.097,2060764062.9813228
1528934400000,6334.09890642618,671734819189.1033,2571112868.4509044
1529020800000,6644.72067973844,662434464441.264,2354179149.4928327
1529107200000,6406.80704950998,575205510268.1292,1740752641.6341267
1529193600000,6478.81592433021,613271077002.4795,1306649275.5030081
1529280000000,6418.85000188746,596744391345.3533,1120785833.1800666
1529366400000,6677.53340291194,600595408892.1986,1750367371.2555826
1529452800000,6708.68182027534,602517850752.0305,1649449915.2393851
1529539200000,6714.37546123014,606573549809.8268,1626421446.364752
1529625600000,6690.832151608,566661443732.4073,1400178395.5280418
1529712000000,6088.57944239075,616625386428.2396,2932411240.2020984
1529798400000,6169.43726386169,635688668063.594,1635692582.8272383
1529884800000,6159.70719379414,636624676861.2642,2452039491.998072
1529971200000,6241.84871170546,615013848827.3505,4326984848.152794
1530057600000,6069.87260616628,621908231690.1377,3248018159.5091834
1530144000000,6117.03640962264,660664104637.4851,2057221707.976688
1530230400000,5879.98897440643,695794870715.5251,1928320709.0794477
1530316800000,6182.25674792295,686453802173.3838,2341618860.2006936
1530403200000,6366.49946751097,706320162928.6615,2086842501.722632
1530489600000,6312.87724313135,732453192636.7231,2601785821.8298526
1530576000000,6595.5473128085,723434796637.7434,3392521918.1209335
1530662400000,6497.60735494217,862413737410.9171,3013786718.6534033
1530748800000,6562.7217371211,867164581003.3563,3111969366.0956326
1530835200000,6537.74087162192,839561451461.0575,3315114737.710066
1530921600000,6603.29470396542,890629045243.5952,4742128037.640009
1531008000000,6759.83608914527,880620921496.0787,6047929422.833753
1531094400000,6700.63547905209,874425017687.0778,5015170529.876131
1531180800000,6648.256795903321,905515462576.995,5246420831.047288
1531267200000,6303.380664729323,892345220938.2782,4358427107.61466
1531353600000,6373.234804689936,917339726314.6964,3969169303.744414
1531440000000,6230.5901971047815,971516568847.578,3534743492.203714
1531526400000,6248.397313033797,963911356673.4604,3951261052.820787
1531612800000,6246.13741162634,1044189900351.5892,3709146622.835988
1531699200000,6349.695836710773,1050555931433.1447,2857367439.538571
1531785600000,6741.6919602852695,1075380337357.9143,4559363479.1402855
1531872000000,7303.373059795855,1012091985973.4642,6194130741.142913
1531958400000,7334.771372076191,904133801444.5278,4843025304.5135565
1532044800000,7442.800738748321,929081504353.552,4107857510.670374
1532131200000,7331.871523239401,875883932252.4404,3727831730.875354
1532217600000,7379.137271821949,869070614247.8623,2892881147.245292
1532304000000,7395.8664054401,869649724200.5775,5717881945.865358
1532390400000,7704.99567890457,838307614585.1935,6202101797.69894
1532476800000,8422.37392335148,928146793676.4287,5592076817.676129
1532563200000,8144.553482041877,905413239164.9064,4086880124.497768
1532649600000,7929.079243602936,942969910364.1804,3429994449.907072
1532736000000,8145.333168120666,908517236707.5374,3624913497.9544983
1532822400000,8192.13570223742,911379300053.3455,3659115450.6126037
1532908800000,8197.593575814208,916504852500.393,2598593361.850844
1532995200000,8185.921138302329,955040794770.1399,3497813384.6209693
1533081600000,7738.249304586212,974195000547.444,4675498855.415108
1533168000000,7612.300753683117,1018978819157.4177,11591125727.422794
1533254400000,7540.633150617145,1044805904677.5541,6834800615.470859
1533340800000,7411.66638248389,1077836070933.286,5580835718.27458
1533427200000,7009.012011793916,1069776383193.8628,5952900997.745494
1533513600000,7036.60933127318,1145191373521.5942,5989412029.067531
1533600000000,6926.116778774001,1111684638819.0723,6927841831.688437
